Unnamed: 0,Bug ID,Type,Summary,Product,Component,Status,Average_Cos_Similarity_Score,Resolution,Updated,Bug Id,Description,Duplicate_Bug_Ids
2321,1330052,defect,Bookmarks and history lost after unexpected shutdown,Firefox for iOS,Data Storage,RESOLVED,0.044828363604495165,DUPLICATE,2017-06-08 12:34:22,1330052,the other day  my phone s battery ran out  and it shut down while i was using firefox  after charging the battery and restarting firefox  i noticed my local bookmarks and history were all gone  interestingly  cookies and preferences are still there   richard says it s possible to retrieve the old browser db bak via iexplorer  i ll try that now and see if it yields anything interesting ,1368719.0
2327,1450485,defect,[PushBox] Check capabilities before send tab.,Firefox for iOS,Sync,RESOLVED,0.04305313349595909,DUPLICATE,2018-07-16 13:51:33,1450485,this bug covers sending of tabs via push box  and uses the old sync clients collections if the receiver does not have the capability to receive pushboxed tabs ,1463826.0
2342,1567640,task,./mach build should build |android build-geckoview_example|,GeckoView,General,RESOLVED,0.03210263863156312,DUPLICATE,2019-08-29 07:29:11,1567640,   mach build  on an android build only builds application code  but not tests  we should make    mach build  build everything that    mach android build geckoview example  builds too ,1550146.0
2368,1450486,defect,[PushBox] Prepare the tab as a JSON payload.,Firefox for iOS,Sync,RESOLVED,0.0173116337839691,DUPLICATE,2018-07-16 13:51:30,1450486,this json payload has been specced in bug   ,1463826.0
2369,1586037,defect,Remove `jni::IsFennec()` and `nsIAndroidBridge::IsFennec()`,GeckoView,General,RESOLVED,0.014052257708429593,DUPLICATE,2021-03-17 21:43:04,1586037,we re never fennec ,1694481.0
2404,1570976,defect,GeckoResult.ALLOW is sometimes unusable,GeckoView,General,RESOLVED,0.04138399678850756,DUPLICATE,2021-09-28 13:37:19,1570976, geckoresult allow  is sometimes created on a thread without a  looper   making it impossible to  then   it  this is not ideal  as it s unusable for return values in  geckosession  delegates  we should probably just remove this api and add something like  geckoresult allow   which creates a new  geckoresult  each time ,1697270.0
2407,1478687,defect,Login screen should have Dark Theme,Firefox for iOS,General,RESOLVED,0.033795206101263936,DUPLICATE,2018-10-25 00:54:50,1478687,created attachment   screen shot       at       pm png  build      device  iphone   ios       pre conditions    dark theme enabled  steps to reproduce     open settings    login  expected results    login screen should have dark theme   tapping on a login should also have dark theme,1497818.0
2417,1450487,defect,[PushBox] Encrypt the Sendtab Payload before sending it to a client.,Firefox for iOS,Sync,RESOLVED,0.02854976660760788,DUPLICATE,2018-07-16 13:51:27,1450487,this involves finding the receiving device s push keys and encrypting the pushbox payload with them ,1463826.0
2431,1507857,enhancement,Use `IdleTaskRunner` to schedule `QueryVisitedState` messages for new visited URIs,GeckoView,General,RESOLVED,0.03055493020661259,DUPLICATE,2019-11-04 09:51:44,1507857,smaug suggested using  idletaskrunner  create  to dispatch these  with a high enough budget and at least the   delay that we have now ,1593690.0
2458,1450488,defect,[PushBox] POST encrypted payloads to each device the tab is being sent to.,Firefox for iOS,Sync,RESOLVED,0.04411744442557513,DUPLICATE,2018-07-16 13:51:24,1450488,this posting to the fxa server  with plain text metadata as described in    edit   the fxa server will post the blob to pushbox  then send the pushbox payload uri to autopush ,1463826.0
2483,1590172,task,Clean up toolkit/themes/mobile/jar.mn,GeckoView,General,RESOLVED,0.03895230093054185,DUPLICATE,2020-12-18 02:36:48,1590172,    central source toolkit themes mobile jar mn          i believe these entries are now unused      edit  this link is now out of date since bug    i do recall leaving this bug open however since i saw some clean up potentially necessary    but might also be a mistake from my part   it d be best to recheck each item individually by looking up each filename on searchfox    and check the usages on mobile or toolkit ,1626007.0
2490,1348392,enhancement,[geckoview] Allow apps to configure proxy information,GeckoView,General,RESOLVED,0.02811370266394704,DUPLICATE,2019-06-07 08:58:36,1348392,for gv this may just boil down to having a way to set a socks proxy and twiddling some stuff to make fingerprinting more difficult ,1525486.0
2493,1609714,defect,Intl.DateTimeFormat().resolvedOptions() does not return proper timezone in Android devices,GeckoView,General,RESOLVED,0.031127198064127396,DUPLICATE,2020-05-10 23:46:15,1609714,user agent  mozilla       applewebkit       chrome         safari      steps to reproduce    intl datetimeformat  resolvedoptions  timezone  is expected to return a  string  value identifying the runtime s default time zone  in firefox for desktop    such a  string  value matches one of the timezones in the iana tz database    the preferred format for that string is  area location   and indeed firefox for desktop seems to always produce such values  so for the following locations i will get the following values    spain  madrid     intl datetimeformat  resolvedoptions  timezone    europe madrid      lithuania     intl datetimeformat  resolvedoptions  timezone    europe vilnius      north macedonia     intl datetimeformat  resolvedoptions  timezone    europe belgrade        ghana     intl datetimeformat  resolvedoptions  timezone    africa accra      us  denver     intl datetimeformat  resolvedoptions  timezone    america denver      us  honolulu     intl datetimeformat  resolvedoptions  timezone    pacific honolulu      australia  darwin     intl datetimeformat  resolvedoptions  timezone    australia darwin    now i open firefox   on different android devices    and ask again for  intl datetimeformat  resolvedoptions  timezone  when changing the timezone of my device    actual results   the results i get are    spain  madrid     intl datetimeformat  resolvedoptions  timezone    cet      lithuania     intl datetimeformat  resolvedoptions  timezone    europe athens      north macedonia     intl datetimeformat  resolvedoptions  timezone    cet     ghana     intl datetimeformat  resolvedoptions  timezone    utc      us  denver     intl datetimeformat  resolvedoptions  timezone    america denver      us  honolulu     intl datetimeformat  resolvedoptions  timezone    hst      australia  darwin     intl datetimeformat  resolvedoptions  timezone    utc      expected results   i would expect the same results when using firefox in my mobile device as the ones i get in my desktop    as can be seen from the few examples below  with respect to the  desktop timezone   the  mobile timezone     sometimes it is correct      sometimes it has the same offset but the name of another canonical timezone      sometimes it has the same offset  but the name of a timezone that is not in the preferred format   by the tz database  arguably we should not use such timezones anymore nowadays  and indeed they re considered as deprecated by many libraries      sometimes it is just wrong   ,1534160.0
2509,1533840,enhancement,Add convenience methods for dealing with WebRequest/WebResponse bodies,GeckoView,General,RESOLVED,0.02978025507502261,DUPLICATE,2021-09-28 14:10:51,1533840,it s pretty common to be dealing with  string  or  jsonobject  bodies instead of raw  bytebuffer   we should add methods to make that easier ,1529930.0
2528,1389511,defect,Leanplum messages are failing XCUI Tests by blocking the view,Firefox for iOS,Build & Test,RESOLVED,0.03550286366406435,DUPLICATE,2017-11-03 05:40:29,1389511,created attachment   screen shot       at       am png  xcui tests are failing because the leanplum messages are covering the ui elements   leanplum should be disabled for buddybuild simulator builds ,1414239.0
2540,1490081,enhancement,New iOS12 Password autofill support,Firefox for iOS,Browser,RESOLVED,0.02168466575755966,DUPLICATE,2019-11-22 00:49:44,1490081,lets support the new password autofill spec in  ,1466751.0
2567,1450480,defect,[PushBox] Register or upgrade capabilities with FxA at device registration.,Firefox for iOS,Sync,RESOLVED,0.03522980086403957,DUPLICATE,2018-07-16 13:50:53,1450480,the capabilities json blob is a read only object generated by each version of firefox for ios      the format has not yet been fully spec d yet      edit ,1463826.0
2592,1450491,defect,[PushBox] Retrieve the payload from the decrypted webpush message.,Firefox for iOS,Sync,RESOLVED,0.04141808493272014,DUPLICATE,2018-07-16 13:52:18,1450491,the webpush message is already being decrypted properly    this adds additional fields to allow the retrieval of the pushboxed tab payload        use oauth token and  index  from push message to retrieve pushbox payload         index  is a url        oauthtoken is as a header ,1463826.0
2613,1457601,enhancement,Remove non-e10s mode,GeckoView,General,RESOLVED,0.04287532165106505,DUPLICATE,2021-08-04 15:02:11,1457601,i think it s too much of a burden to require that we make everything work in both   and non  we should just use   all the time ,1650118.0
2615,1450481,enhancement,"[PushBox] Ensure we generate and store the public/private key for webpush,",Firefox for iOS,Sync,RESOLVED,0.026465406313040587,DUPLICATE,2018-07-16 13:50:56,1450481, even if the apns push registration fails   webpush encryption will be used for encrypting tab metadata when sending tabs via pushbox ,1463826.0
2659,1450482,defect,[PushBox] Change the clients table to include a capabilities column.,Firefox for iOS,Sync,RESOLVED,0.018411835384171658,DUPLICATE,2018-07-16 13:50:58,1450482,capabilities should be synchronized via the clients collection ,1463826.0
2667,1508969,enhancement,Improve GeckoResult Kotlin API,GeckoView,General,RESOLVED,0.029377610687133772,DUPLICATE,2018-12-20 09:45:20,1508969,geckoresult promise type requires a lot of kotlin boilerplate code when wrapping in a coroutine  we need to improve the geckoresult design to make this easier  or provide a kotlin interface for an improved developer experience ,1463790.0
2675,1450493,enhancement,[PushBox] Add restoreTab method to reconstruct a tab sent from another device,Firefox for iOS,Sync,RESOLVED,0.030051047142920652,DUPLICATE,2018-07-16 13:52:12,1450493,add a method to bvc to reify a tab from a senttab object      this may include       populating the back forward list   latterly  this may later include     changing the scroll position    adding auth tokens ,1463826.0
2698,1450483,defect,[PushBox] Periodically retrieve pushbox endpoint,Firefox for iOS,Sync,RESOLVED,0.017323652738391305,DUPLICATE,2018-07-16 13:51:00,1450483,  from   well known fxa client configuration  store this for later use when retrieving undelivered pushbox messages ,1463826.0
2702,1494369,enhancement,GeckoView: Add APIs for visited URLs,GeckoView,General,RESOLVED,0.037415227817179444,DUPLICATE,2018-12-20 08:27:20,1494369,we will need two geckoview apis       geckoview notifying the app about a visited url      the app providing visited urls to geckoview in order to do link coloring  related webview apis      hl cs doupdatevisitedhistory      hl cs getvisitedhistory ,1494713.0
2742,1682666,enhancement,Add GeckoView.setDynamicToolbarMaxHeight to GVE,GeckoView,GeckoViewExample,RESOLVED,0.04220380966538302,DUPLICATE,2020-12-17 23:07:45,1682666,adding this api to gve will help resolve bugs that can be reproduced only with it enabled as we see in bug   ,1500644.0
2749,1367963,enhancement,Refactor Supported Locales Data Structure in LeanplumIntegration,Firefox for iOS,Firefox Accounts,RESOLVED,0.026222492847323767,DUPLICATE,2017-11-03 05:43:22,1367963,see this comment for details    mobile firefox ios pull   files diff  ,1414242.0
2754,1400727,defect,Intermittent autophone-s1s2 | application crashed [@ libc.so + 0x1a772],GeckoView,General,RESOLVED,0.04029188697583642,DUPLICATE,2018-12-20 08:27:20,1400727,filed by  dluca  at  mozilla com     job id   repo mozilla central   object object ,1392690.0
2811,1507167,defect,mobile/android/components/extensions/test/mochitest/test_ext_tabs_create.html | Test timed out.,GeckoView,Extensions,RESOLVED,0.04864475808421052,DUPLICATE,2021-08-31 07:24:54,1507167,filed by  jwillcox  at  mozilla com     job id   repo try     task oj   runs   artifacts public logs live backing log  this and many other extension tests fail in automation under testrunneractivity ,1616625.0
2999,1400719,defect,Intermittent autophone-s1s2 | application crashed [unknown top frame],GeckoView,General,RESOLVED,0.04029188697583642,DUPLICATE,2018-12-20 08:27:20,1400719,filed by  dluca  at  mozilla com     job id   repo mozilla central   object object ,1164052.0
3021,1400726,defect,Intermittent autophone-s1s2 | application crashed [unknown top frame],GeckoView,General,RESOLVED,0.04029188697583642,DUPLICATE,2018-12-20 08:27:20,1400726,filed by  dluca  at  mozilla com     job id   repo mozilla central   object object ,1164052.0
3227,1690356,defect,Crash in [@ EMPTY: no crashing thread identified; ERROR_NO_MINIDUMP_HEADER],GeckoView,General,RESOLVED,0.028739962030027776,DUPLICATE,2021-03-29 10:34:14,1690356,maybe fission related      crash report    stats mozilla org report index          ,1644486.0
3235,1694985,defect,Crash in [@ nsTArray_Impl<T>::ClearAndRetainStorage | nsTArray_Impl<T>::Clear | nsTArray_Impl<T>::operator= | mozilla::RemoteDataDecoder::Flush],GeckoView,General,RESOLVED,0.02513271740107018,DUPLICATE,2021-02-25 09:49:51,1694985,crash report    stats mozilla org report index            reason     sigsegv  segv accerr     top   frames of crashing thread        libxul so nstarray impl refptr mozilla  mediadata   nstarrayinfallibleallocator   clearandretainstorage xpcom ds nstarray h     libxul so nstarray impl refptr mozilla  mediadata   nstarrayinfallibleallocator   clear xpcom ds nstarray h     libxul so nstarray impl refptr mozilla  mediadata   nstarrayinfallibleallocator   operator  xpcom ds nstarray h     libxul so mozilla  remotedatadecoder  flush dom media platforms android remotedatadecoder cpp     libxul so mozilla  mediadatadecoderproxy  flush dom media platforms wrappers mediadatadecoderproxy cpp     libxul so mozilla  detail  proxyfunctionrunnable mozilla  ememediadatadecoderproxy  flush xpcom threads mozpromise h     libxul so mozilla  taskqueue  runner  run xpcom threads taskqueue cpp     libxul so nsthreadpool  run xpcom threads nsthreadpool cpp     libxul so nsthread  processnextevent xpcom threads nsthread cpp     libxul so ns processnextevent xpcom threads nsthreadutils cpp      ,1689329.0
3251,1712785,defect,Crash IllegalArgumentExceptionandroid.graphics.RenderNode in stretch,GeckoView,General,RESOLVED,0.030583461805963795,DUPLICATE,2021-05-25 11:34:31,1712785,we are seeing multiple reports of this  exceptions in release     beta   and  nightly   versions of firefox for android        java lang illegalargumentexception  vecy must be a finite  non nan value nan     at android graphics rendernode stretch      at android widget edgeeffect draw      at org mozilla geckoview overscrolledgeeffect draw      at org mozilla geckoview overscrolledgeeffect draw      at org mozilla geckoview geckoview dispatchdraw      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view threadedrenderer updateviewtreedisplaylist      at android view threadedrenderer updaterootdisplaylist      at android view threadedrenderer draw      at android view viewrootimpl draw      at android view viewrootimpl performdraw      at android view viewrootimpl performtraversals      at android view viewrootimpl dotraversal      at android view viewrootimpl traversalrunnable run      at android view choreographer callbackrecord run      at android view choreographer docallbacks      at android view choreographer doframe      at android view choreographer framedisplayeventreceiver run      at android os handler handlecallback      at android os handler dispatchmessage      at android os looper looponce      at android os looper loop      at android app activitythread main      at java lang reflect method invoke      at com android internal os runtimeinit methodandargscaller run      at com android internal os zygoteinit main      ,1707959.0
3264,1727150,defect,~10 MB increase in x86/x86_64 libxul.so size on 2021-08-20,GeckoView,General,RESOLVED,0.037527036808930415,DUPLICATE,2021-08-26 06:34:53,1727150,the size of libxul increased for   out of   android cpu architectures  this happened on august    for   and   this was   mb  for arm     it was   mb  for arm     there was no increase ,1726544.0
3266,1647011,defect,Crash nsWindow::LayerViewSupport::RecvScreenPixels,GeckoView,General,RESOLVED,0.03242628676738729,DUPLICATE,2020-06-25 09:18:19,1647011,tons of report for this crash  we should probably skip  libc so  and  libart so  frames  ni to myself to do that on monday   this bug is for crash report bp             top   frames of crashing thread         libc so  libc so     context ø    libc so  libc so     frame pointer ø    libart so  libart so     frame pointer ø    libbase so  libbase so     frame pointer ø    libart so  libart so     frame pointer ø    libart so  libart so     frame pointer ø    libart so  libart so     frame pointer ø    libart so  libart so     frame pointer    libxul so  nswindow  layerviewsupport  recvscreenpixels   widget android nswindow cpp    frame pointer    libxul so  mozilla  layers  uicompositorcontrollerchild  recvscreenpixels   gfx layers ipc uicompositorcontrollerchild cpp    cfi    libxul so  mozilla  layers  puicompositorcontrollerchild  onmessagereceived   ipc ipdl puicompositorcontrollerchild cpp    cfi    libxul so  mozilla  ipc  messagechannel  dispatchmessage   ipc glue messagechannel cpp    cfi    libxul so  mozilla  ipc  messagechannel  messagetask  run   ipc glue messagechannel cpp    cfi    libxul so  long mozilla  jni  nativestub mozilla  java  geckothread  runuithreadcallback t  geckothreadsupport  mozilla  jni  args      wrap  geckothreadsupport  runuithreadcallback    widget android jni natives h    cfi    ,1644561.0
3313,1661749,defect,geckoview_example crash on startup with google-breakpad: ExceptionHandler::GenerateDump cloned child,GeckoView,GeckoViewExample,RESOLVED,0.028924865547722018,DUPLICATE,2020-08-28 14:33:01,1661749,glandium noticed in bug   comment     here s a crash in the logcat output                        w google breakpad  exceptionhandler  generatedump cloned child                    w google breakpad                      w google breakpad                     w google breakpad  exceptionhandler  sendcontinuesignaltochild sent continue signal to child                   w google breakpad  exceptionhandler  waitforcontinuesignal waiting for continue signal        but we don t get more than that  no minidump  no stack in the logs   i can also reproduce building on autoland  this is recent and perhaps from bug   ,1661810.0
3324,1732001,defect,video is not playing on full screen,GeckoView,General,RESOLVED,0.04677501992830994,DUPLICATE,2021-09-23 09:37:51,1732001,user agent  mozilla       gecko   firefox      steps to reproduce   build app using geckoview in android tv  playing sd video content in app    actual results   sd video content is playing on top left corner not in full screen   but playing hd video its playing on full screen    expected results   sd video content should play in full screen in tv by using geckoview   ,1731980.0
3334,1742122,task,Remove deprecated MozLockOrientation,GeckoView,General,RESOLVED,0.01846315109999061,DUPLICATE,2021-11-23 22:53:12,1742122,mozlockorientation has been replaced with the screenorientation api  therefore can be removed    central source dom webidl screen webidl  ,1325110.0
3335,1631066,defect,Extension process not restarted after being killed,GeckoView,Extensions,RESOLVED,0.026931167320886736,DUPLICATE,2020-04-23 08:42:23,1631066,str  start fenix preview nightly kill the extension process   load a webpage  notice ublock counter is not working open ublock popup  notice some options are not working   notice the extension process has not been restarted,1355239.0
3338,1663591,defect,Fullscreen video does not respect screen bounds,GeckoView,General,RESOLVED,0.03700421672155849,DUPLICATE,2020-09-10 09:17:33,1663591,reported on fenix  both for gv           mobile fenix issues   and for         mobile fenix issues  ,1659761.0
3341,1684996,defect,Crash in [@ gfxPlatformFontList::GetFontFamilyNames],GeckoView,General,RESOLVED,0.022782635187018424,DUPLICATE,2021-01-04 17:02:19,1684996,created attachment   test case  crash report    stats mozilla org report index            reason     sigsegv  segv maperr     top   frames of crashing thread        libxul so gfxplatformfontlist  getfontfamilynames gfx thebes gfxplatformfontlist cpp     libxul so gfxplatformfontlist  initloader gfx thebes gfxplatformfontlist cpp     libxul so gfxfontinfoloader  startloader gfx thebes gfxfontinfoloader cpp     libxul so gfxplatformfontlist  initotherfamilynamesinternal gfx thebes gfxplatformfontlist cpp     libxul so gfxplatformfontlist  initotherfamilynamesrunnable  run gfx thebes gfxplatformfontlist h     libxul so mozilla  runnabletask  run xpcom threads taskcontroller cpp     libxul so mozilla  taskcontroller  doexecutenexttaskonlymainthreadinternal xpcom threads taskcontroller cpp     libxul so mozilla  taskcontroller  executenexttaskonlymainthreadinternal xpcom threads taskcontroller cpp     libxul so mozilla  taskcontroller  processpendingmttask xpcom threads taskcontroller cpp     libxul so mozilla  detail  runnablefunction mozilla  taskcontroller  initializeinternal xpcom threads nsthreadutils h      ,1684846.0
3343,1662211,defect,400 error when trying to download files from download3.vimm.net,GeckoView,General,RESOLVED,0.03656062445226844,DUPLICATE,2020-09-02 09:14:09,1662211,related  fenix issue    str     go to       press the download button       expected behavior    http code is provided     actual behavior    http code error is provided      device information gv         ,1530022.0
3354,1691055,defect,GeckoWebExecutor fails to download blob URLs from xhamster.com [NSFW],GeckoView,General,RESOLVED,0.023420042449953812,DUPLICATE,2021-02-15 18:06:55,1691055,when trying to download a video from xhamster com  str    the  geckowebexecutor  throws a  webrequesterror   request failed  error    category    ,1682599.0
3359,1677198,task,Fix and enable COOP and COEP WPT tests on Android,GeckoView,General,RESOLVED,0.03040334071061766,DUPLICATE,2020-11-13 13:15:45,1677198,some tests are skipped or passed on android  we should fix and enable them on android  independent of fission on android     central source testing web platform meta html cross origin opener policy   central source testing web platform meta html cross origin embedder policy  needinfo ing neha because she is investigating why these coop coep tests were skipped passed on android   tracking this bug for android fission milestone     ,1619655.0
3375,1691072,enhancement,Throw ImageProcessingException extends RuntimeException when could not process image,GeckoView,General,RESOLVED,0.01813982308167653,DUPLICATE,2021-02-05 08:36:45,1691072,currently when could not process image with mediasession api icon  illegalargumentexception is thrown   as agreed  throw  imageprocessingexception extends runtimeexception  when image processing fails ,1689745.0
3378,1661140,enhancement,allow mozconfig override for Android Studio,GeckoView,General,RESOLVED,0.036229032288219616,DUPLICATE,2020-08-25 15:39:12,1661140,one thing that trips gecko engineers a lot is that android studio only reads from the default mozconfig  looking around it should be possible to allow an override using a  local settings  file ,1557796.0
3388,1635197,defect,Content process stays with PROCESS_PRIORITY_BACKGROUND after App restart on Oculus Quest,GeckoView,General,RESOLVED,0.03558236738467482,DUPLICATE,2020-05-06 15:00:26,1635197,str    open firefox reality       content process has foreground priority     click the oculus menu button and exit the application     content process sets background priority   reopen firefox reality     content process keeps background priority  webxr performance is impacted   if you force onpause onresume   the   content process get s the correct foreground priority   it seems that  setdocshellisactive   is not called after a ondestroy oncreate app life cycle on quest  it gets correctly called after  onpause onresume ,1635914.0
3410,1704940,defect,First few characters typed into a textbox are dropped,GeckoView,General,RESOLVED,0.03189430027599531,DUPLICATE,2021-05-03 16:19:16,1704940,sometimes when typing in a textbox on nightly the first few characters are dropped    fenix nightly on a pixel   xl running android  ,1706499.0
3436,1652062,defect,GeckoView static initializer order issues,GeckoView,General,RESOLVED,0.047519135694003366,DUPLICATE,2020-07-16 09:01:55,1652062,we had this crash in fxr    stats mozilla org report index             geckoresult allow  and  geckoresult deny  where being initialized with a null mdispatcher  leading to a crash on future  result then   calls  it seems that geckoresult constructor didn t detect it was on uithread because  private static final thread suithread   looper getmainlooper  getthread    from threadutils java had a null value   we found two workarounds to fix the issue in fxr    move geckoruntime initialization to activity oncreate instead of application oncreate   add a superfluous  looper getmainlooper  getthread    call in application oncreate before intializing geckoruntime  i think is related to static initialization order conflict   avoiding some or all of the static initializers should fix the issue    function ,1570976.0
3456,1662835, --,Remove about:logo,GeckoView,General,RESOLVED,0.034211204222880584,DUPLICATE,2020-09-02 11:25:36,1662835,from github    mobile fenix issues       we don t need this page anymore  let s remove it  also remove any resources that might be referenced that are unnecessary ,1610528.0
3468,1648083,defect,Crash in [@ libc.so@0x4b7f0 | base.apk@0x2770471],GeckoView,General,RESOLVED,0.0158301063910425,DUPLICATE,2020-06-25 09:18:19,1648083,this bug is for crash report bp             top   frames of crashing thread        libc so libc so      base apk base apk      libart so libart so      libart so libart so      libart so libart so      libart so libart so      libart so libart so      libart so libart so      base apk base apk      libart so libart so       ,1647011.0
3474,1629285,defect,keyboard opens in lowercase mode when tapping into a textarea,GeckoView,General,RESOLVED,0.0404443000918773,DUPLICATE,2020-04-16 18:12:02,1629285,in reference browser and firefox preview and preview nightly when i tap into a text area the keyboard starts lowercase  i do not see this behavior on focus      str    visit a site with a text area such as     tap into the text area     expected behavior keyboard is in sentence case  capital for first letter  lower for next      current behavior keyboard opens in lowercase ,1625843.0
3485,1630148,defect,Add contextId support for browser.tabs.create in GeckoNativeWebExtension.CreateTabDetails,GeckoView,Extensions,RESOLVED,0.03632842221225122,DUPLICATE,2020-04-15 08:39:38,1630148,when testing out the  multi account containers     add on  we need to create a new session with the contextid that is passed to  browser tabs create  handled by  geckonativewebextension createtabdetails    gv version        r b version        a c version                account containers        account containers blob   src js popup js    ,1622500.0
3498,1657109,defect,6.32% raptor-tp6-twitch-firefox-cold loadtime (windows10-64-shippable-qr) regression on push 7b2f3b4b6afa10365955bbbb336587df099d7aae (Tue July 21 2020),GeckoView,General,RESOLVED,0.04530230664511498,DUPLICATE,2020-08-05 01:02:07,1657109,perfherder has detected a raptor performance regression from push       as author of one of the patches included in that push  we need your help to address this regression   regressions          raptor   twitch firefox cold loadtime     shippable qr opt webrender                      details of the alert can be found in the  alert summary    including links to graphs and comparisons for each of the affected tests  please follow our  guide to handling regression bugs   and   let us know your plans within   business days  or the offending patch  will be backed out   in accordance with our  regression policy     for more information on performance sheriffing please see our  faq   ,1654357.0
3505,1674852,defect,Finger presses no longer registering on most websites,GeckoView,General,RESOLVED,0.04693424089500289,DUPLICATE,2020-11-12 11:04:29,1674852,user agent  mozilla       applewebkit       version     chrome         mobile safari     xiaomi miuibrowser       gn  steps to reproduce   using a xiaomi note   pro on miui      finger presses no longer reliably work on any part of any website page   actual results   pressing links on pages or text boxes does no longer registers every press  must press     times for it to register   expected results   finger press is registered on first touch,1674063.0
3522,1515092,enhancement,Menu items should be returned to 44px tall.,Firefox for iOS,Menu and Toolbar,RESOLVED,0.017184372440595647,DUPLICATE,2018-12-18 09:21:04,1515092,after moving multiple items into a library we can now return menu items to their intended height ,1514821.0
3530,1383652,defect,Crash in Storage: BrowserDB.prepareSchema() -> () + 756 (BrowserDB.swift:106),Firefox for iOS,General,RESOLVED,0.01473143493958275,DUPLICATE,2017-07-28 09:13:54,1383652,created attachment     xccrashpoint zip  ranked    in    ,1384196.0
3545,1515557,defect,Crash in dalvik-main space (region space) (deleted)@0x2c444304,GeckoView,General,RESOLVED,0.029020839208679334,DUPLICATE,2019-01-03 09:17:15,1515557,this bug was filed from the socorro interface and is report bp                                                                           top   frames of crashing thread     dalvik main space     dalvik main space       libxul so mozilla  runandroiduitasks widget android androiduithread cpp     base odex base odex      dalvik linearalloc   dalvik linearalloc       dalvik main space     dalvik main space       libart so libart so      dalvik main space     dalvik main space       libart so libart so      system framework boot art system framework boot art      dalvik main space     dalvik main space                                                                     this and similar signatures are the top crash in focus using gv    it looks like we have a garbage nsirunnable ,1515930.0
3573,1577309,defect,Crash in [@ js::TenuringTracer::moveToTenured],GeckoView,General,RESOLVED,0.008554269625758346,DUPLICATE,2019-08-29 08:37:13,1577309,this bug is for crash report bp                 top   frames of crashing thread     xul dll js  tenuringtracer  movetotenured js src gc marking cpp     xul dll class mozilla  maybe js  value  js  mapgcthingtyped  lambda at z    build src js src gc marking cpp       js public value h     xul dll js  tenuringtracer  traceobject js src gc marking cpp     xul dll js  nursery  collecttofixedpoint js src gc marking cpp     xul dll js  nursery  docollection js src gc nursery cpp     xul dll js  nursery  collect js src gc nursery cpp     xul dll js  gc  gcruntime  minorgc js src gc gc cpp     xul dll js  gc  gcruntime  gccycle js src gc gc cpp     xul dll js  gc  gcruntime  collect js src gc gc cpp     xul dll js  gc  gcruntime  startgc js src gc gc cpp     ,1577303.0
3578,1383629,defect,Crash in Storage: specialized BufferInconsistency.(getConcernedIDs(colNames : [String]) -> (SDRow) -> [String]).(closure #1) + 472 (SQLiteBookmarksSyncing.swift:780),Firefox for iOS,General,RESOLVED,0.01301237948910831,DUPLICATE,2017-11-14 07:39:05,1383629,created attachment     wlwq xccrashpoint zip  ranked    in    ,1384771.0
3589,1734492,defect,Crash in [@ ffi_support::handle_map::ConcurrentHandleMap<T>::insert],GeckoView,General,RESOLVED,0.026599188660871704,DUPLICATE,2021-10-07 14:35:52,1734492,this is the    crasher in nightly   crash report    stats mozilla org report index            moz crash reason     bug  next index pointed at non free list entry       top   frames of crashing thread        libxul so rustmozcrash mozglue static rust wrappers cpp     libxul so mozglue static  panic hook mozglue static rust lib rs     libxul so core  ops  function  fn  call library core src ops function rs     libxul so std  panicking  rust panic with hook library std src panicking rs     libxul so std  panicking  begin panic    closure   library std src panicking rs     libxul so std  sys common  backtrace    rust end short backtrace library std src sys common backtrace rs     libxul so std  panicking  begin panic library std src panicking rs     libxul so ffi support  handle map  concurrenthandlemap t   insert third party rust ffi support src handle map rs     libxul so glean labeled counter metric get third party rust glean ffi src labeled rs     libjnidispatch so libjnidispatch so         i was able to reproduce this crash twice on my moto   by    force stopping the app   opening the app to example com     opening the app to          idling for a little over   minutes,1733757.0
